"","id","advmath8","urban","region","gender","famsize","parmarl8","homelang","slfcnc08","slfcnc10","slfcnc12","schtyp8","tcherint","late12","cuts12","absent12","approg","hwkin12","hwkout12","excurr12","computer","hsprog","unitengl","unitmath","unitcalc","schattrt","apoffer","nursery","algebra8","numinst","edexpect","expinc30","achrdg08","achmat08","achsci08","achsls08","achrdg10","achmat10","achsci10","achsls10","achrdg12","achmat12","achsci12","achsls12","cigarett","alcbinge","marijuan","ses"
"142",142,"Yes","Rural","South","Female",4,"Married","English Only",15,33,39,"Public","Agree","Never","Never","1-2 Times","Yes","98","7-9 Hours","1 - 4 Hours","No","Other",3,3,0,94,0,"Yes","No",2,"Master's Degree",40000,53.44,48.08,57.03,53.75,53.33,49.62,53.64,46.79,50.17,44.51,44.22,42.26,"Yes","Never","Never",19
"143",143,"Yes","Rural","South","Female",4,"Married","English Only",15,18,33,"Public","Agree","1-2 Times","Never","3-6 Times","No","13-15 Hours","13-15 Hours","20 - 24 Hours","No","Academic",4.5,4,0,94,0,"No","No",2,"Master's Degree",-6,45.06,46.5,42.99,48.07,47.94,44.24,42.85,46.35,42.56,49.44,43.58,46.65,"Yes","Never","Yes",11
"144",144,"Yes","Urban","South","Male",5,"Married","Non-English Dominant",26,22,39,"Public","Agree","7-9 Times","3-6 Times","Never","Yes","16-20 Hours","10-12 Hours","15 - 19 Hours","Yes","Academic",4,4,0,93,0,"No","No",3,"Master's Degree",55000,51.26,56.9,46.65,54.76,55.88,55.62,47.65,50.41,43.91,54.71,48.61,63.14,"Never","Yes","Yes",10
"145",145,"Yes","Urban","South","Female",5,"Married","Non-English Only",20,19,27,"Public","Agree","Never","Never","Never","Yes","1-3 Hours","16-20 Hours","Less than 1 Hour","Yes","Rigorous Academic",4,4,1,95,20,"No","Yes",1,"Master's Degree",45000,65.69,74.45,76.08,76.7,66.95,69.96,66.92,71.89,66.24,68.78,70.6,69.13,"Never","Never","Never",15
"146",146,"No","Urban","South","Female",4,"Married","English Only",9,28,40,"Public","Agree","1-2 Times","3-6 Times","3-6 Times","No","4-6 Hours","4-6 Hours","None","Yes","Academic",6,4,0,96,98,"Yes","No",1,"Master's Degree",50000,56.85,48.76,58.8,50.22,57.68,47.8,50.09,55.86,59.32,51.02,58.92,52.15,"Never","Never","Never",27
"147",147,"No","Rural","South","Female",4,"Married","English Only",17,33,36,"Public","Agree","3-6 Times","Never","7-9 Times","No","1-3 Hours","1-3 Hours","Less than 1 Hour","No","Academic",4,3,0,94,0,"Yes","No",1,"Master's Degree",50000,45.04,42.26,45.21,43.8,39.63,41.4,35.36,41.98,41.82,39.39,37.8,45.75,"Never","Never","Never",16
"148",148,"Yes","Rural","South","Female",4,"Married","English Only",30,19,33,"Public","Agree","Never","Never","Never","Yes","Over 20 Hours","7-9 Hours","10 - 14 Hours","No","Rigorous Academic",4,4,0,96,12,"No","Yes",1,"Bachelor's Degree",30000,51.65,53.41,40.65,52.7,49.45,50.07,51.4,44.91,52.1,54.41,55.28,37.96,"Never","Never","Never",15
"149",149,"Yes","Rural","South","Male",4,"Married","English Only",26,26,43,"Public","Agree","1-2 Times","Never","1-2 Times","Yes","Over 20 Hours","1-3 Hours","10 - 14 Hours","Yes","Rigorous Academic",4,4,0,96,12,"No","Yes",1,"Bachelor's Degree",40000,52.88,54.85,46.93,51.27,52.13,51.49,49.05,45.76,47.41,54.78,54.9,51.69,"Never","Never","Never",17
"150",150,"No","Rural","South","Female",5,"Married","English Only",6,2,19,"Public","Agree","3-6 Times","Never","1-2 Times","No","4-6 Hours","1-3 Hours","None","Yes","Some Vocational",4,3,0,96,4,"8","No",1,"Less than College Degree",2800,41.19,47.2,49.65,53.97,52.68,42.13,42.7,55.27,57.72,41.1,48.09,46.76,"Never","Never","Never",8
"151",151,"Yes","Urban","South","Female",5,"Married","English Only",32,31,41,"Public","Agree","3-6 Times","Never","3-6 Times","Yes","7-9 Hours","7-9 Hours","None","No","Some Vocational",5,3,0,94,98,"Yes","No",1,"Bachelor's Degree",0,70.55,52.83,46.7,56.14,63.2,53.06,46.95,56.26,63.44,47.81,45.06,54.61,"Never","Yes","Yes",23
"152",152,"No","Urban","South","Female",5,"Married","English Dominant",17,18,37,"Public","Agree","1-2 Times","Never","1-2 Times","Yes","4-6 Hours","4-6 Hours","5 - 9 Hours","No","Rigorous Academic",4,3,0,94,98,"8","No",1,"Ph.D., MD, JD, etc.",60000,64.6,48.03,53.03,58.46,61.1,46.5,57.1,61,58.13,55.36,57.7,60.98,"Never","Never","Never",22
"153",153,"No","Urban","South","Female",4,"Married","English Only",23,21,37,"Public","Strongly Agree","1-2 Times","Never","1-2 Times","Yes","13-15 Hours","13-15 Hours","5 - 9 Hours","Yes","Rigorous Academic",4.5,4,0,93,4,"Yes","No",2,"Ph.D., MD, JD, etc.",40000,60.71,66.6,62.05,76.7,66.36,60.19,64.64,66,65.89,64.31,67.45,63.26,"Never","Never","Never",29
"154",154,"Yes","Rural","South","Female",4,"Married","English Only",19,23,31,"Public","Agree","Never","Never","3-6 Times","No","1-3 Hours","1-3 Hours","5 - 9 Hours","No","Academic",4,3,0,998,14,"No","No",1,"Less than College Degree",30000,53.22,44.17,42.76,46.81,47.29,43.09,45.36,48.49,49.07,45.73,45.81,46.05,"Never","Never","Never",10
"155",155,"Yes","Rural","South","Female",4,"Divorced","English Only",18,24,25,"Public","Agree","1-2 Times","Never","7-9 Times","8","1-3 Hours","4-6 Hours","1 - 4 Hours","Yes","Rigorous Academic",4.5,4,0,95,2,"Yes","Yes",2,"Master's Degree",50000,55.66,66.04,46.11,47.75,61.77,57.95,63.95,49.82,54.25,54.03,44.73,55.42,"Yes","Never","Never",28
"156",156,"No","Rural","South","Female",3,"Married","English Only",32,30,29,"Public","Agree","1-2 Times","3-6 Times","3-6 Times","No","Less than 1 Hour","Less than 1 Hour","15 - 19 Hours","No","Academic",4,3,0,95,2,"Yes",NA,2,"Bachelor's Degree",-6,40.72,49.44,56.85,41.49,47.63,55.22,47.43,38.96,45.54,51.22,48.23,37.03,"Never","Never","Never",14
"157",157,"No","Suburban","South","Female",5,"Married","English Only",22,11,16,"Public","Agree","Never","Never","7-9 Times","No","1-3 Hours","1-3 Hours","Less than 1 Hour","Yes","Academic",4,3,0,97,8,"Yes","No",2,"Bachelor's Degree",-6,67.1,53.79,62.83,63.99,62.71,54.93,51.9,66.55,63.99,54.25,62.68,58.67,"Never","Never","Never",23
"158",158,"No","Suburban","South","Female",8,"Married","Non-English Dominant",23,29,27,"Public","Agree","3-6 Times","1-2 Times","7-9 Times","No","1-3 Hours","1-3 Hours","10 - 14 Hours","No","Some Vocational",4,3,0,95,10,"8","Yes",1,"Bachelor's Degree",0,47.25,47.48,49.34,48.84,54.96,47.12,43.45,47.68,61.14,48.39,47.39,61.33,"Never","Never","Never",15
"159",159,"No","Rural","South","Female",3,"98","English Only",8,6,4,"Public","Agree","1-2 Times","1-2 Times","3-6 Times","No","10-12 Hours","Less than 1 Hour","None","Yes","Academic",4,3,0,95,0,"No","No",2,"Ph.D., MD, JD, etc.",80000,70.55,47.98,70.32,61.12,67.86,62.27,62.05,63.37,62.84,53.74,62.06,59.16,"Never","Never","Never",18
"160",160,"No","Urban","Northeast","Female",5,"Married","English Only",17,25,29,"Private, Non-Religious","Strongly Agree","10-15 Times","Never","1-2 Times","Yes","1-3 Hours","16-20 Hours","5 - 9 Hours","No","Academic",4.31,4,0,97,3,"Yes","No",1,"Master's Degree",40000,59.73,58.33,54.52,56.28,63.53,57.93,60.14,54.41,63.96,54.77,65.72,55.74,"Yes","Never","Yes",30
"161",161,"Yes","Urban","Northeast","Female",4,"Married","English Only",26,27,41,"Private, Non-Religious","Strongly Agree","1-2 Times","Never","1-2 Times","Yes","1-3 Hours","13-15 Hours","10 - 14 Hours","Yes","Academic",3.99,4,1,97,3,"Yes","Yes",1,"Ph.D., MD, JD, etc.",60000,69.15,77.2,67.79,68.36,66.6,66.29,69.52,65.32,66.79,67.17,67.6,63.18,"Never","Never","Never",25
"162",162,"No","Urban","Northeast","Male",4,"Married","Non-English Dominant",17,19,37,"Private, Non-Religious","Agree","Never","1-2 Times","Never","Yes","7-9 Hours","7-9 Hours","1 - 4 Hours","Yes","Academic",3.63,3.63,0.99,998,15,"Yes","Yes",1,"Master's Degree",10000,62.42,61.47,68.02,61.16,65.57,69.97,62.89,60,65.76,68.26,64.92,64.86,"Yes","Never","Yes",31
"163",163,"Yes","Suburban","Northeast","Female",4,"Married","English Only",18,18,25,"Private, Non-Religious","Strongly Agree","1-2 Times","3-6 Times","Never","Yes","1-3 Hours","4-6 Hours","1 - 4 Hours","Yes","Academic",3,4,1,99,17,"Yes","Yes",1,"Master's Degree",75000,63.95,64.78,61.2,74.06,65.44,66.94,67.86,61.88,63.6,68.38,63.73,60.85,"Never","Yes","Never",30
"164",164,"No","Suburban","Northeast","Male",4,"Married","English Only",27,32,41,"Private, Non-Religious","Agree","Never","Never","1-2 Times","Yes","1-3 Hours","7-9 Hours","10 - 14 Hours","Yes","Academic",3,4.5,1,97,2,"Yes",NA,1,"Master's Degree",1e+05,65.64,69.67,65.59,63.17,56.82,66.41,58.69,55.01,57.75,67.12,61.35,57.51,"Never","Yes","Never",29
"165",165,"Yes","Suburban","Northeast","Male",5,"Married","English Only",32,35,43,"Private, Non-Religious","Strongly Agree","3-6 Times","Never","1-2 Times","Yes","13-15 Hours","7-9 Hours","10 - 14 Hours","Yes","Academic",4,4,1,97,2,"Yes","Yes",1,"Bachelor's Degree",1e+05,55.57,67.7,59.36,67.89,57.12,58.43,52.61,60.56,66.18,59.25,64.03,63.89,"Never","Yes","Yes",26
"166",166,"Yes","Rural","South","Female",5,"Married","English Only",13,16,30,"Private, Non-Religious","Strongly Agree","3-6 Times","Never","1-2 Times","No","4-6 Hours","4-6 Hours","5 - 9 Hours","No","Academic",4,3,0,96,0,"Yes","Yes",3,"Less than College Degree",60000,58.25,58.93,47.77,45.89,43.45,53.79,44,51.41,48.14,49.5,46.5,45.61,"Never","Never","Never",23
"167",167,"No","Rural","South","Male",5,"Married","English Only",23,21,38,"Private, Non-Religious","Strongly Agree","1-2 Times","Never","1-2 Times","No","4-6 Hours","4-6 Hours","1 - 4 Hours","Yes","Academic",4,3,0,96,0,"No","No",2,"Bachelor's Degree",70000,70.55,65.16,70.86,63.54,62.01,62.43,69.96,65.11,65.56,59.23,65.6,64.42,"Never","Never","Never",19
"168",168,"Yes","Urban","South","Male",5,"Divorced","English Only",30,26,41,"Private, Non-Religious","Strongly Agree","1-2 Times","Never","1-2 Times","Yes","4-6 Hours","10-12 Hours","10 - 14 Hours","Yes","Academic",3.5,4,1,98,11,"Yes","Yes",1,"Ph.D., MD, JD, etc.",250000,47.84,56.95,35.15,55.33,50.04,65.64,69.63,61.42,57.39,65.69,67.12,59.74,"Never","Yes","Yes",24
"169",169,"Yes","Urban","South","Male",4,"Married","English Only",26,29,39,"Private, Non-Religious","Strongly Agree","Never","Never","1-2 Times","Yes","4-6 Hours","10-12 Hours","20 - 24 Hours","Yes","Academic",4,4,0,98,11,"Yes","Yes",1,"Ph.D., MD, JD, etc.",60000,65.81,64.06,67.11,76.7,67.86,66.26,61.57,69.4,68.09,64.84,61.04,69.13,"Never","Never","Never",27
"170",170,"No","Suburban","South","Female",4,"Married","English Only",12,9,31,"Private, Religious","Strongly Agree","10-15 Times","Never","1-2 Times","Yes","1-3 Hours","13-15 Hours","1 - 4 Hours","No","Rigorous Academic",8,4,0,NA,NA,"No","No",1,"Master's Degree",40000,57.1,47.69,45.44,49.12,49.99,49.55,44.35,55.8,50.61,53.23,46.23,49.48,"Never","Never","Never",23
"171",171,"No","Suburban","South","Female",5,"Married","English Only",23,25,33,"Private, Non-Religious","Agree","Never","Never","1-2 Times","No","16-20 Hours","13-15 Hours","1 - 4 Hours","Yes","Rigorous Academic",4,4,0,91,0,"8","No",1,"Bachelor's Degree",55000,53.86,46.61,48.14,52.43,53.05,52.59,44.07,53.56,57.2,55.19,45.39,42.61,"Never","Never","Never",19
"172",172,"No","Rural","South","Male",4,"Married","English Only",26,30,43,"Private, Non-Religious","Agree","1-2 Times","1-2 Times","3-6 Times","Yes","7-9 Hours","4-6 Hours","1 - 4 Hours","Yes","Academic",4,4,0,92,0,"Yes","No",1,"Bachelor's Degree",75000,60.64,64.57,61.06,53.92,67.86,62.48,57.93,50.48,54.97,58.22,47.42,48.86,"Never","Yes","Never",22
"173",173,"No","Rural","South","Male",6,"Married","English Only",30,33,43,"Private, Non-Religious","Strongly Agree","1-2 Times","Never","3-6 Times","No","7-9 Hours","4-6 Hours","5 - 9 Hours","No","Academic",6,4,0,92,0,"Yes","No",1,"Ph.D., MD, JD, etc.",150000,52.35,57.01,54.12,61.07,62.46,60.97,55.79,58.36,57.81,60.38,57.86,64.17,"Never","Never","Never",21
"174",174,"Yes","Urban","South","Female",6,"Married","English Only",20,25,35,"Private, Religious","Strongly Agree","1-2 Times","1-2 Times","Never","Yes","4-6 Hours","16-20 Hours","1 - 4 Hours","No","Academic",4,4,1,97,7,"No","Yes",1,"Master's Degree",50000,65.88,64.12,66.09,54.58,59.52,62.13,59.76,52.56,61.99,64.62,61.71,62.69,"Never","Never","Never",29
"175",175,"Yes","Urban","South","Male",5,"Married","English Only",26,18,29,"Private, Religious","Agree","1-2 Times","3-6 Times","1-2 Times","Yes","1-3 Hours","1-3 Hours","Less than 1 Hour","Yes","Academic",4,4,1,97,7,"Yes","Yes",1,"Master's Degree",50000,67.1,77.2,63.85,57.48,61.86,71.05,63.92,56.54,62.05,68.96,66.3,65.45,"Yes","Yes","Yes",29
"176",176,"No","Urban","South","Female",4,"Married","English Only",28,26,43,"Private, Religious","Strongly Agree","1-2 Times","1-2 Times","3-6 Times","Yes","4-6 Hours","4-6 Hours","Less than 1 Hour","Yes","Academic",4.5,4,0,90,9,"No","No",1,"Master's Degree",-6,50.24,60.83,51.73,54.22,54.51,61.4,50.47,56.41,57.6,54.49,52.84,54.28,"Never","Never","Yes",22
"177",177,"No","Urban","South","Female",5,"Married","English Only",29,21,25,"Private, Religious","Agree","3-6 Times","Never","3-6 Times","No","7-9 Hours","4-6 Hours","5 - 9 Hours","No","Academic",4,3,0,94,3,"Yes","No",1,"Ph.D., MD, JD, etc.",80000,55.81,52.1,51.3,54.52,62.39,56.17,58.24,51.47,58.16,55.17,60.3,56.42,"Never","Never","Never",21
"178",178,"Yes","Suburban","Northeast","Male",5,"Married","English Only",23,31,29,"Private, Religious","Agree","1-2 Times","1-2 Times","3-6 Times","No","4-6 Hours","7-9 Hours","1 - 4 Hours","Yes","Rigorous Academic",4,4,0,95,7,"No","No",1,"Master's Degree",60000,59.16,67.99,70.69,53.31,59.85,67.48,52.78,60.59,63.51,64.17,61.91,62.89,"Never","Yes","Never",20
"179",179,"No","Suburban","Northeast","Female",5,"Married","English Only",23,20,26,"Private, Religious","Agree","1-2 Times","Never","7-9 Times","Yes","4-6 Hours","16-20 Hours","1 - 4 Hours","Yes","Academic",4.5,4,0,90,8,"Yes","No",1,"Ph.D., MD, JD, etc.",60000,54.66,51.07,46.9,51.88,56.54,54.07,59.84,57.29,58.08,53.65,49.17,55.24,"Never","Never","Never",24
"180",180,"No","Suburban","Northeast","Male",4,"Married","English Only",32,34,25,"Private, Religious","Agree","1-2 Times","Never","3-6 Times","Yes","4-6 Hours","4-6 Hours","Less than 1 Hour","No","Academic",4,4,0,998,5,"Yes","No",2,"Ph.D., MD, JD, etc.",-6,50.14,40.94,44.65,44.55,56.26,54.92,52.27,51.57,61.39,56.29,48.32,56.73,"Never","Yes","Never",25
"181",181,"No","Suburban","Northeast","Male",5,"Married","English Only",30,31,32,"Private, Religious","Strongly Agree","Never","Never","1-2 Times","Yes","Over 20 Hours","13-15 Hours","5 - 9 Hours","Yes","Rigorous Academic",4,4,1,998,5,"Yes","No",1,"Master's Degree",40000,52.59,57.33,49.56,55.89,57.67,50.06,58.03,51.9,52.7,51.19,54.18,46.13,"Never","Never","Never",30
"182",182,"Yes","Rural","West","Male",5,"Married","English Only",28,35,36,"Public","Agree","1-2 Times","Never","Never","No","13-15 Hours","10-12 Hours","5 - 9 Hours","No","Other",3.96,3,0,99,1,"Yes","No",1,"Less than College Degree",40000,47.66,48.03,49.23,39.06,39.69,49.21,40.29,41.33,37.77,50.2,60.49,55.46,"Never","Yes","Never",15
"183",183,"Yes","Suburban","West","Female",4,"Married","English Only",23,24,36,"Public","Agree","Never","Never","1-2 Times","No","4-6 Hours","7-9 Hours","1 - 4 Hours","No","Some Vocational",3.5,2.5,0,93,1,"Yes","No",2,"Bachelor's Degree",25000,48.17,36.61,46.89,51.44,49.61,49.62,49.08,54.69,55.33,46.16,40.68,49.16,"Never","Never","Never",17
"184",184,"Yes","Suburban","West","Female",9,"Married","English Dominant",16,25,29,"Public","Agree","3-6 Times","1-2 Times","3-6 Times","Yes","7-9 Hours","7-9 Hours","Less than 1 Hour","No","Rigorous Academic",4,4,1,92,6,"No","Yes",1,"Master's Degree",40000,56.44,58.75,55.27,44.21,54.53,64.01,59.7,45.78,53.77,64.25,58.46,57.66,"Never","Never","Never",7
"185",185,"Yes","Rural","West","Male",5,"Married","English Only",16,22,25,"Public","Agree","1-2 Times","Never","7-9 Times","No","Over 20 Hours","1-3 Hours","None","No","Rigorous Academic",4,4,0,87,0,"Yes","Yes",1,"Bachelor's Degree",50000,70.55,70.94,66.93,74.49,65.87,60.57,69.28,70.04,62.35,66.23,64.49,67.51,"Never","Never","Never",16
"186",186,"No","Urban","West","Female",5,"Married","English Only",23,18,33,"Public","Agree","7-9 Times","Never","1-2 Times","Yes","Less than 1 Hour","4-6 Hours","None","No","Rigorous Academic",4.08,4.08,0,94,7,"No","Yes",1,"Master's Degree",25000,56.45,66.26,52.99,58.38,61.72,67.81,69.29,50.26,53.96,66.09,62.1,58.96,"Never","Never","Never",16
"187",187,"No","Suburban","West","Male",4,"Married","Non-English Dominant",24,33,34,"Public","Strongly Disagree","3-6 Times","1-2 Times","3-6 Times","Yes","1-3 Hours","13-15 Hours","None","No","Academic",4,4,0,998,5,"8","No",1,"Ph.D., MD, JD, etc.",1e+05,56.51,57.41,66.71,63.38,62.21,63.32,64.59,59.68,63.9,66.38,66,65.15,"Never","Never","Never",18
"188",188,"No","Suburban","West","Female",6,"Married","English Dominant",23,20,25,"Public","Agree","3-6 Times","1-2 Times","1-2 Times","No","16-20 Hours","7-9 Hours","20 - 24 Hours","Yes","Academic",4,4,0,998,5,"8","Yes",2,"Bachelor's Degree",65000,55.4,62.03,60.46,55.1,66,61.24,61.79,62.87,64.08,64.05,60.37,64.97,"Never","Never","Never",17
"189",189,"Yes","Suburban","West","Female",5,"Married","Non-English Dominant",17,35,27,"Public","Strongly Disagree","1-2 Times","10-15 Times","3-6 Times","Yes","4-6 Hours","1-3 Hours","None","Yes","Academic",4,3.5,0,998,5,"Yes","Yes",2,"Master's Degree",20000,50.26,61.16,41.92,50.17,60.6,63.12,46.93,51.59,59.91,61.7,49.31,41.6,"Never","Never","Never",28
"190",190,"Yes","Suburban","West","Male",9,"Married","Non-English Dominant",19,18,23,"Public","Strongly Disagree","3-6 Times","1-2 Times","1-2 Times","Yes","1-3 Hours","4-6 Hours","None","No","Academic",4,3,0,87,10,"No","Yes",2,"Bachelor's Degree",-6,49.01,50.65,50.63,60.96,48.7,49.54,99.98,99.98,50.66,54.6,58.85,50.96,"Yes","Yes","Never",4
"191",191,"No","Suburban","West","Male",3,"Divorced","Non-English Only",30,18,40,"Public","Disagree","Never","3-6 Times","3-6 Times","No","10-12 Hours","1-3 Hours","None","Yes","Other",4.5,2,0,998,10,"8","No",1,"Bachelor's Degree",-6,49.47,40.74,55.14,99.98,49,41.69,49.47,47.52,54.61,42.98,53.82,54.17,"Yes","Yes","Yes",7
"192",192,"Yes","Suburban","West","Male",5,"Married","Non-English Dominant",26,21,25,"Public","Agree","1-2 Times","Never","3-6 Times","Yes","4-6 Hours","10-12 Hours","Less than 1 Hour","Yes","Academic",4,2,1,998,10,"Yes","No",1,"Ph.D., MD, JD, etc.",30000,70.55,69.59,64.64,99.98,64.77,68.09,66.86,68.05,64.32,71.05,64.79,67.33,"Never","Never","Never",28
"193",193,"No","Rural","West","Female",4,"Married","English Only",14,22,38,"Public","Strongly Agree","Never","Never","Never","No","1-3 Hours","4-6 Hours","25 or More Hours","Yes","Academic",5,4,0,92,3,"Yes","Yes",1,"Master's Degree",40000,59.39,48.56,58.1,53.57,58.49,55.87,53.98,48.31,52.61,49.11,50.62,46.2,"Never","Never","Never",23
"194",194,"No","Urban","West","Male",3,"Separated","English Only",21,17,25,"Public","Agree","1-2 Times","Never","1-2 Times","No","1-3 Hours","1-3 Hours","15 - 19 Hours","Yes","Academic",4,2,0,92,3,"Yes","No",1,"Less than College Degree",20000,42.26,41.94,43.44,38.2,45.42,42.77,37.72,41.69,38.75,41.94,36.35,39.9,"Never","Never","Never",21
"195",195,"Yes","Urban","West","Female",4,"Divorced","English Only",11,21,29,"Public","Agree","3-6 Times","Never","1-2 Times","No","1-3 Hours","Less than 1 Hour","10 - 14 Hours","Yes","Academic",4,4,0,92,3,"Yes","Yes",3,"Bachelor's Degree",30000,55.74,67.31,53.59,50.65,54.24,62.66,46.14,56.16,51.63,62.21,51.32,48.55,"Never","Never","Never",17
"196",196,"Yes","Suburban","West","Male",3,"Divorced","English Only",19,26,36,"Public","Strongly Agree","7-9 Times","Never","3-6 Times","Yes","7-9 Hours","13-15 Hours","1 - 4 Hours","Yes","Academic",4.5,4,0,93,7,"Yes","Yes",1,"Ph.D., MD, JD, etc.",70000,65.64,71.86,73.84,67.94,51.7,63.51,71.72,99.98,67.69,69.92,69.35,67.68,"Never","Never","Never",21
"197",197,"Missing","Suburban","West","Male",2,"Divorced","English Only",24,32,29,"Public","Agree","Never","Never","Never","Yes","Less than 1 Hour","Less than 1 Hour","1 - 4 Hours","No","Academic",4,4,0,98,13,"Yes","Yes",1,"Bachelor's Degree",40000,43.9,53.93,46.14,49.39,57.7,62.2,53.26,52.46,54.89,57.52,55.81,48.24,"Never","Never","Never",24
"198",198,"No","Urban","West","Male",5,"Married","English Only",23,33,39,"Public","Agree","1-2 Times","3-6 Times","1-2 Times","Yes","1-3 Hours","1-3 Hours","1 - 4 Hours","Yes","Other",4,2,0,998,10,"Yes","Yes",1,"Master's Degree",35000,53.37,50.59,52.66,55.59,53.26,50.56,50.01,50.93,53.08,54.92,61.43,56.63,"Never","Never","Never",16
"199",199,"Yes","Urban","West","Female",7,"Married","Non-English Dominant",15,18,32,"Public","Agree","1-2 Times","3-6 Times","7-9 Times","Yes","1-3 Hours","4-6 Hours","5 - 9 Hours","No","Academic",5,2.5,0,998,10,"No","Yes",1,"Ph.D., MD, JD, etc.",45000,52.31,54.02,63.03,71.94,57.86,52.32,60.94,57.4,59.25,54.14,55.86,59.11,"Never","Never","Never",6
"200",200,"Yes","Rural","West","Female",4,"Married","English Only",25,26,43,"Public","Agree","Over 15 Times","Over 15 Times","Over 15 Times","Yes","16-20 Hours","Less than 1 Hour","1 - 4 Hours","Yes","Other",3,3,0,93,10,"8","Yes",1,"Ph.D., MD, JD, etc.",50000,57.2,60.08,58.13,62.11,58.42,65.23,45.71,53.73,49.97,59.64,60.8,42.26,"Never","Never","Never",18
"201",201,"No","Urban","West","Female",3,"Married","English Only",25,9,30,"Public","Disagree","1-2 Times","7-9 Times","7-9 Times","No","4-6 Hours","4-6 Hours","None","No","Other",3,2,0,88,18,"Yes","No",1,"Less than College Degree",45000,51.82,39.71,38.69,44.7,51.19,39.78,41.78,47.36,48.47,36.57,39.97,39.31,"Yes","Never","Yes",13
"202",202,"Yes","Urban","West","Male",6,"Married","Non-English Dominant",30,35,43,"Public","Agree","1-2 Times","1-2 Times","1-2 Times","No","None","Less than 1 Hour","10 - 14 Hours","Yes","Academic",3.5,3,0,88,18,"8","Yes",1,"Bachelor's Degree",35000,50.3,51.08,58.48,50.07,55.37,51.73,50.81,50.13,52.46,44.63,45.47,46.69,"Never","Never","Yes",18
"203",203,"Yes","Suburban","West","Female",9,"Married","Non-English Dominant",7,20,21,"Public","Agree","3-6 Times","1-2 Times","Over 15 Times","No","16-20 Hours","Over 20 Hours","1 - 4 Hours","No","Academic",4,3,0,998,6,"No","Yes",1,"Ph.D., MD, JD, etc.",45000,46.28,51.41,56.57,56.33,47.59,53.3,50.97,54.65,59.76,51.37,46.43,57.64,"Never","Never","Never",6
"204",204,"Yes","Suburban","West","Female",4,"Married","Non-English Dominant",22,26,32,"Public","Agree","1-2 Times","1-2 Times","3-6 Times","Yes","13-15 Hours","16-20 Hours","25 or More Hours","Yes","Rigorous Academic",4,4,0,93,6,"Yes","Yes",2,"Master's Degree",35000,51.23,65.47,50.71,49.25,54.96,56.91,48.71,60.36,55.38,59.08,54.94,58.88,"Never","Never","Never",6
"205",205,"Yes","Suburban","West","Female",5,"Married","English Only",21,35,39,"Public","Agree","1-2 Times","1-2 Times","3-6 Times","No","10-12 Hours","10-12 Hours","10 - 14 Hours","No","Academic",4,3.5,0,998,0,"No","Yes",2,"Bachelor's Degree",35000,51.26,51.06,56.2,41.59,55.86,53.08,45.27,45.04,60.87,54.04,52.16,48.58,"Never","Never","Never",15
"206",206,"Yes","Urban","West","Male",5,"Married","Non-English Only",25,23,33,"Public","Agree","3-6 Times","3-6 Times","7-9 Times","Yes","Less than 1 Hour","1-3 Hours","None","Yes","Academic",4,3,0,88,10,"No","No",1,"Master's Degree",40000,39.79,51.48,45.08,48.54,43.59,55.48,44.67,38.47,47.79,59.24,52.62,43.19,"Never","Never","Never",17
"207",207,"Yes","Urban","West","Female",5,"Married","English Only",11,20,27,"Public","Agree","3-6 Times","7-9 Times","3-6 Times","Yes","1-3 Hours","10-12 Hours","1 - 4 Hours","No","Academic",4,4,1,88,10,"No","Yes",1,"Bachelor's Degree",30000,49.83,69.93,65.79,50.83,50.97,65.45,60.19,56.5,47.99,66.04,61.07,63.32,"Never","Never","Never",11
"208",208,"Yes","Rural","West","Female",5,"Married","English Only",22,28,34,"Public","Agree","Over 15 Times","Never","3-6 Times","No","1-3 Hours","1-3 Hours","15 - 19 Hours","Yes","Academic",4,4,0,98,2,"8","Yes",1,"Bachelor's Degree",50000,59.11,68.28,77.72,74.49,61.88,66.08,67.59,66.5,63.06,63.47,69.35,68.47,"Never","Never","Never",18
"209",209,"Yes","Suburban","West","Male",3,"Married","English Dominant",16,21,40,"Public","Agree","1-2 Times","1-2 Times","Never","Yes","1-3 Hours","16-20 Hours","10 - 14 Hours","Yes","Rigorous Academic",4,4,1,998,8,"8","Yes",1,"Master's Degree",75000,65.13,69.4,64.15,53.31,56.28,66.08,53.02,50.11,64.34,66.76,62.92,68.47,"Never","Never","Yes",25
"210",210,"Yes","Suburban","West","Female",5,"Married","Non-English Dominant",7,11,5,"Public","Agree","1-2 Times","Never","3-6 Times","No","1-3 Hours","13-15 Hours","None","No","Academic",4,4,1,998,8,"No","Yes",1,"Ph.D., MD, JD, etc.",60000,46.5,61.43,46.35,44.96,46.54,59.58,45.23,41.32,47.22,61.99,52.34,56.72,"Yes","Never","Never",12
"211",211,"Yes","Suburban","West","Female",4,"Married","English Dominant",26,21,31,"Public","Agree","10-15 Times","1-2 Times","Over 15 Times","Yes","Less than 1 Hour","4-6 Hours","5 - 9 Hours","Yes","Academic",4,3,0,998,8,"Yes",NA,1,"Master's Degree",40000,54.55,53.96,51.76,50.61,50.91,54.89,47.52,50.16,56.82,52.87,51.59,52.52,"Never","Never","Never",14
